2022-02-08 16:47:43,950 | DEBUG | logger:27 | Logging to file C:\Users\sheep\Desktop\HiSnake\Res\res-5863729938\judger.log is successfully enabled
2022-02-08 16:47:47,707 | DEBUG | judger:87 | Logic is sending 934 bytes of data to target 1: b"\x10\x00\x85\x07\x07\x02\x00\x04\x02\x00\x07\x06\x02\x00\x08\x02\x00\x06\x06\x00\x00\t\x00\x04\x08\t\x00\x00\n\x00\x05\t\x06\x02\x00\r\x02\x00\x07\x08\x00\x00\x10\x00\x02\x07\t\x00\x00\x13\x00\x01\x06\x05\x00\x00\x1d\x00\x02\x06\x06\x00\x00\x1f\x00\x05\x06\n\x00\x00 \x00\x05\x07\x05\x00\x00!\x00\x03\t\t\x00\x00#\x00\x01\n\x08\x00\x00&\x00\x03\n\n\x02\x00(\x02\x00\x08\n\x00\x00,\x00\x02\t\x05\x02\x00.\x02\x00\n\x07\x00\x005\x00\x02\x0b\x07\x00\x007\x00\x05\x0b\x04\x00\x00;\x00\x02\x07\x07\x00\x00>\x00\x03\x03\x0c\x00\x00@\x00\x05\x0c\x0c\x00\x00B\x00\x04\n\x03\x00\x00I\x00\x04\x05\x0c\x02\x00N\x02\x00\t\x0b\x00\x00R\x00\x03\t\x05\x02\x00W\x02\x00\n\n\x00\x00]\x00\x03\r\x03\x00\x00c\x00\x04\x04\x0c\x00\x00n\x00\x04\t\n\x00\x00o\x00\x05\x03\x06\x02\x00u\x02\x00\x08\t\x00\x00v\x00\x01\x04\x0b\x02\x00x\x02\x00\x0f\x00\x00\x00\x80\x00\x03\x0b\x01\x00\x00\x82\x00\x03\x06\n\x02\x00\x83\x02\x00\x0b\x05\x00\x00\x8a\x00\x02\r\x04\x02\x00\x8d\x02\x00\x04\x06\x00\x00\x90\x00\x02\x06\x05\x00\x00\x96\x00\x04\x06\t\x00\x00\x9c\x00\x05\x07\x02\x02\x00\xa0\x02\x00\x0c\t\x02\x00\xa2\x02\x00\x03\x07\x00\x00\xb7\x00\x01\r\x05\x00\x00\xbf\x00\x05\t\x0c\x00\x00\xcb\x00\x01\x02\n\x00\x00\xcd\x00\x04\x06\x01\x02\x00\xd2\x02\x00\x02\x0b\x00\x00\xd3\x00\x02\x04\x0c\x00\x00\xd4\x00\x03\x08\x07\x00\x00\xd9\x00\x04\x0c\x04\x00\x00\xdb\x00\x02\x02\x04\x00\x00\xe2\x00\x04\r\x01\x02\x00\xe9\x02\x00\n\x0b\x00\x00\xea\x00\x05\x03\x00\x00\x00\xeb\x00\x02\x07\x04\x02\x00\xec\x02\x00\x00\x07\x00\x00\xee\x00\x01\x0b\x04\x02\x00\xef\x02\x00\n\x02\x00\x00\xf0\x00\x04\x0e\t\x02\x01\x01\x02\x00\x08\x06\x00\x01\x03\x00\x02\x06\x01\x02\x01\x04\x02\x00\x0e\x02\x00\x01\x05\x00\x03\x07\x07\x00\x01\x06\x00\x05\x03\x06\x00\x01\x08\x00\x05\t\x00\x00\x01\n\x00\x05\t\n\x00\x01\x0c\x00\x02\x06\x0f\x00\x01\x11\x00\x01\t\x04\x00\x01\x12\x00\x04\x0c\x07\x02\x01\x16\x02\x00\x05\x0f\x00\x01\x18\x00\x04\x02\x0e\x00\x01\x1f\x00\x01\x08\x07\x00\x01%\x00\x03\x0e\x0c\x00\x01'\x00\x05\x07\t\x02\x01-\x02\x00\x0e\x0e\x00\x010\x00\x03\n\x0c\x00\x011\x00\x05\x0c\x04\x00\x018\x00\x03\x0f\t\x02\x01;\x02\x00\t\x00\x00\x01A\x00\x05\x08\r\x00\x01D\x00\x04\x02\x01\x02\x01G\x02\x00\x0b\x07\x00\x01I\x00\x02\x08\t\x00\x01L\x00\x03\x0f\x01\x00\x01N\x00\x05\x0c\x01\x00\x01Q\x00\x01\x0b\x06\x00\x01U\x00\x04\r\r\x00\x01]\x00\x04\x01\n\x02\x01a\x02\x00\x0c\x0c\x00\x01d\x00\x05\x08\t\x02\x01f\x02\x00\x00\x03\x00\x01i\x00\x02\x03\t\x02\x01k\x02\x00\x05\x03\x00\x01p\x00\x03\x0b\x08\x00\x01s\x00\x02\x05\x0b\x02\x01u\x02\x00\x02\x0b\x00\x01w\x00\x03\x08\x0f\x00\x01\x81\x00\x02\x0c\x0c\x00\x01\x8a\x00\x02\x08\x01\x02\x01\x8b\x02\x00\x06\x0b\x00\x01\x8f\x00\x04\x00\x01\x02\x01\x90\x02\x00\x06\x0c\x02\x01\x92\x02\x00\x03\x06\x02\x01\x93\x02\x00\x06\x04\x00\x01\x95\x00\x05\t\x07\x02\x01\x96\x02\x00\x08\x00\x00\x01\x98\x00\x02\x00\n\x00\x01\xa6\x00\x05\x07\x0f\x02\x01\xaa\x02\x00\x05\x07\x00\x01\xad\x00\x05\x02\x0b\x00\x01\xb0\x00\x04\x06\x05\x02\x01\xb2\x02\x00\x02\x03\x02\x01\xb5\x02\x00\x0b\x06\x02\x01\xb9\x02\x00\x05\n\x00\x01\xba\x00\x04\x06\x08\x00\x01\xbc\x00\x04\x05\x06\x02\x01\xbd\x02\x00\x0e\x02\x02\x01\xbf\x02\x00\x04\x02\x02\x01\xc1\x02\x00\x06\x01\x00\x01\xc2\x00\x01\x0c\x0b\x02\x01\xc5\x02\x00\x04\x0e\x00\x01\xc7\x00\x04\x0f\x02\x00\x01\xd2\x00\x04\x05\x04\x00\x01\xd5\x00\x01\t\x00\x00\x01\xd8\x00\x04\t\n\x00\x01\xd9\x00\x05\t\t\x02\x01\xda\x02\x00\x05\t\x00\x01\xdf\x00\x01\x0f\x01\x00\x01\xea\x00\x04\x07\x0b\x02\x01\xf1\x02\x00\x0c\x02\x02\x01\xfb\x02\x00\t\x04\x00\x01\xff\x00\x01"
2022-02-08 16:47:47,707 | INFO | judger:299 | Directly forwarding data to AI 0
2022-02-08 16:47:47,707 | INFO | judger:299 | Directly forwarding data to AI 1
2022-02-08 16:47:47,707 | DEBUG | judger:192 | Send data to ai[id=0]: b'\x10\x10\x02\x00\x00'
2022-02-08 16:47:47,707 | DEBUG | judger:192 | Send data to ai[id=1]: b'\x10\x10\x02\x00\x01'
2022-02-08 16:47:47,707 | DEBUG | judger:87 | Logic is sending 40 bytes of data to target -1: b'{"state": 0, "time": 3, "length": 2048}\n'
2022-02-08 16:47:47,707 | DEBUG | judger:87 | Logic is sending 57 bytes of data to target -1: b'{"state": 1, "listen": [0], "player": [], "content": []}\n'
2022-02-08 16:47:47,707 | INFO | judger:271 | Round config received
2022-02-08 16:47:47,707 | INFO | judger:277 | Normal round information received
2022-02-08 16:47:47,707 | INFO | judger:255 | Enter next round 1
2022-02-08 16:47:47,707 | INFO | judger:285 | Now listening on player [0]
2022-02-08 16:47:47,708 | DEBUG | judger:192 | Send data to ai[id=0]: b"\x10\x00\x85\x07\x07\x02\x00\x04\x02\x00\x07\x06\x02\x00\x08\x02\x00\x06\x06\x00\x00\t\x00\x04\x08\t\x00\x00\n\x00\x05\t\x06\x02\x00\r\x02\x00\x07\x08\x00\x00\x10\x00\x02\x07\t\x00\x00\x13\x00\x01\x06\x05\x00\x00\x1d\x00\x02\x06\x06\x00\x00\x1f\x00\x05\x06\n\x00\x00 \x00\x05\x07\x05\x00\x00!\x00\x03\t\t\x00\x00#\x00\x01\n\x08\x00\x00&\x00\x03\n\n\x02\x00(\x02\x00\x08\n\x00\x00,\x00\x02\t\x05\x02\x00.\x02\x00\n\x07\x00\x005\x00\x02\x0b\x07\x00\x007\x00\x05\x0b\x04\x00\x00;\x00\x02\x07\x07\x00\x00>\x00\x03\x03\x0c\x00\x00@\x00\x05\x0c\x0c\x00\x00B\x00\x04\n\x03\x00\x00I\x00\x04\x05\x0c\x02\x00N\x02\x00\t\x0b\x00\x00R\x00\x03\t\x05\x02\x00W\x02\x00\n\n\x00\x00]\x00\x03\r\x03\x00\x00c\x00\x04\x04\x0c\x00\x00n\x00\x04\t\n\x00\x00o\x00\x05\x03\x06\x02\x00u\x02\x00\x08\t\x00\x00v\x00\x01\x04\x0b\x02\x00x\x02\x00\x0f\x00\x00\x00\x80\x00\x03\x0b\x01\x00\x00\x82\x00\x03\x06\n\x02\x00\x83\x02\x00\x0b\x05\x00\x00\x8a\x00\x02\r\x04\x02\x00\x8d\x02\x00\x04\x06\x00\x00\x90\x00\x02\x06\x05\x00\x00\x96\x00\x04\x06\t\x00\x00\x9c\x00\x05\x07\x02\x02\x00\xa0\x02\x00\x0c\t\x02\x00\xa2\x02\x00\x03\x07\x00\x00\xb7\x00\x01\r\x05\x00\x00\xbf\x00\x05\t\x0c\x00\x00\xcb\x00\x01\x02\n\x00\x00\xcd\x00\x04\x06\x01\x02\x00\xd2\x02\x00\x02\x0b\x00\x00\xd3\x00\x02\x04\x0c\x00\x00\xd4\x00\x03\x08\x07\x00\x00\xd9\x00\x04\x0c\x04\x00\x00\xdb\x00\x02\x02\x04\x00\x00\xe2\x00\x04\r\x01\x02\x00\xe9\x02\x00\n\x0b\x00\x00\xea\x00\x05\x03\x00\x00\x00\xeb\x00\x02\x07\x04\x02\x00\xec\x02\x00\x00\x07\x00\x00\xee\x00\x01\x0b\x04\x02\x00\xef\x02\x00\n\x02\x00\x00\xf0\x00\x04\x0e\t\x02\x01\x01\x02\x00\x08\x06\x00\x01\x03\x00\x02\x06\x01\x02\x01\x04\x02\x00\x0e\x02\x00\x01\x05\x00\x03\x07\x07\x00\x01\x06\x00\x05\x03\x06\x00\x01\x08\x00\x05\t\x00\x00\x01\n\x00\x05\t\n\x00\x01\x0c\x00\x02\x06\x0f\x00\x01\x11\x00\x01\t\x04\x00\x01\x12\x00\x04\x0c\x07\x02\x01\x16\x02\x00\x05\x0f\x00\x01\x18\x00\x04\x02\x0e\x00\x01\x1f\x00\x01\x08\x07\x00\x01%\x00\x03\x0e\x0c\x00\x01'\x00\x05\x07\t\x02\x01-\x02\x00\x0e\x0e\x00\x010\x00\x03\n\x0c\x00\x011\x00\x05\x0c\x04\x00\x018\x00\x03\x0f\t\x02\x01;\x02\x00\t\x00\x00\x01A\x00\x05\x08\r\x00\x01D\x00\x04\x02\x01\x02\x01G\x02\x00\x0b\x07\x00\x01I\x00\x02\x08\t\x00\x01L\x00\x03\x0f\x01\x00\x01N\x00\x05\x0c\x01\x00\x01Q\x00\x01\x0b\x06\x00\x01U\x00\x04\r\r\x00\x01]\x00\x04\x01\n\x02\x01a\x02\x00\x0c\x0c\x00\x01d\x00\x05\x08\t\x02\x01f\x02\x00\x00\x03\x00\x01i\x00\x02\x03\t\x02\x01k\x02\x00\x05\x03\x00\x01p\x00\x03\x0b\x08\x00\x01s\x00\x02\x05\x0b\x02\x01u\x02\x00\x02\x0b\x00\x01w\x00\x03\x08\x0f\x00\x01\x81\x00\x02\x0c\x0c\x00\x01\x8a\x00\x02\x08\x01\x02\x01\x8b\x02\x00\x06\x0b\x00\x01\x8f\x00\x04\x00\x01\x02\x01\x90\x02\x00\x06\x0c\x02\x01\x92\x02\x00\x03\x06\x02\x01\x93\x02\x00\x06\x04\x00\x01\x95\x00\x05\t\x07\x02\x01\x96\x02\x00\x08\x00\x00\x01\x98\x00\x02\x00\n\x00\x01\xa6\x00\x05\x07\x0f\x02\x01\xaa\x02\x00\x05\x07\x00\x01\xad\x00\x05\x02\x0b\x00\x01\xb0\x00\x04\x06\x05\x02\x01\xb2\x02\x00\x02\x03\x02\x01\xb5\x02\x00\x0b\x06\x02\x01\xb9\x02\x00\x05\n\x00\x01\xba\x00\x04\x06\x08\x00\x01\xbc\x00\x04\x05\x06\x02\x01\xbd\x02\x00\x0e\x02\x02\x01\xbf\x02\x00\x04\x02\x02\x01\xc1\x02\x00\x06\x01\x00\x01\xc2\x00\x01\x0c\x0b\x02\x01\xc5\x02\x00\x04\x0e\x00\x01\xc7\x00\x04\x0f\x02\x00\x01\xd2\x00\x04\x05\x04\x00\x01\xd5\x00\x01\t\x00\x00\x01\xd8\x00\x04\t\n\x00\x01\xd9\x00\x05\t\t\x02\x01\xda\x02\x00\x05\t\x00\x01\xdf\x00\x01\x0f\x01\x00\x01\xea\x00\x04\x07\x0b\x02\x01\xf1\x02\x00\x0c\x02\x02\x01\xfb\x02\x00\t\x04\x00\x01\xff\x00\x01"
2022-02-08 16:47:47,708 | DEBUG | judger:192 | Send data to ai[id=1]: b"\x10\x00\x85\x07\x07\x02\x00\x04\x02\x00\x07\x06\x02\x00\x08\x02\x00\x06\x06\x00\x00\t\x00\x04\x08\t\x00\x00\n\x00\x05\t\x06\x02\x00\r\x02\x00\x07\x08\x00\x00\x10\x00\x02\x07\t\x00\x00\x13\x00\x01\x06\x05\x00\x00\x1d\x00\x02\x06\x06\x00\x00\x1f\x00\x05\x06\n\x00\x00 \x00\x05\x07\x05\x00\x00!\x00\x03\t\t\x00\x00#\x00\x01\n\x08\x00\x00&\x00\x03\n\n\x02\x00(\x02\x00\x08\n\x00\x00,\x00\x02\t\x05\x02\x00.\x02\x00\n\x07\x00\x005\x00\x02\x0b\x07\x00\x007\x00\x05\x0b\x04\x00\x00;\x00\x02\x07\x07\x00\x00>\x00\x03\x03\x0c\x00\x00@\x00\x05\x0c\x0c\x00\x00B\x00\x04\n\x03\x00\x00I\x00\x04\x05\x0c\x02\x00N\x02\x00\t\x0b\x00\x00R\x00\x03\t\x05\x02\x00W\x02\x00\n\n\x00\x00]\x00\x03\r\x03\x00\x00c\x00\x04\x04\x0c\x00\x00n\x00\x04\t\n\x00\x00o\x00\x05\x03\x06\x02\x00u\x02\x00\x08\t\x00\x00v\x00\x01\x04\x0b\x02\x00x\x02\x00\x0f\x00\x00\x00\x80\x00\x03\x0b\x01\x00\x00\x82\x00\x03\x06\n\x02\x00\x83\x02\x00\x0b\x05\x00\x00\x8a\x00\x02\r\x04\x02\x00\x8d\x02\x00\x04\x06\x00\x00\x90\x00\x02\x06\x05\x00\x00\x96\x00\x04\x06\t\x00\x00\x9c\x00\x05\x07\x02\x02\x00\xa0\x02\x00\x0c\t\x02\x00\xa2\x02\x00\x03\x07\x00\x00\xb7\x00\x01\r\x05\x00\x00\xbf\x00\x05\t\x0c\x00\x00\xcb\x00\x01\x02\n\x00\x00\xcd\x00\x04\x06\x01\x02\x00\xd2\x02\x00\x02\x0b\x00\x00\xd3\x00\x02\x04\x0c\x00\x00\xd4\x00\x03\x08\x07\x00\x00\xd9\x00\x04\x0c\x04\x00\x00\xdb\x00\x02\x02\x04\x00\x00\xe2\x00\x04\r\x01\x02\x00\xe9\x02\x00\n\x0b\x00\x00\xea\x00\x05\x03\x00\x00\x00\xeb\x00\x02\x07\x04\x02\x00\xec\x02\x00\x00\x07\x00\x00\xee\x00\x01\x0b\x04\x02\x00\xef\x02\x00\n\x02\x00\x00\xf0\x00\x04\x0e\t\x02\x01\x01\x02\x00\x08\x06\x00\x01\x03\x00\x02\x06\x01\x02\x01\x04\x02\x00\x0e\x02\x00\x01\x05\x00\x03\x07\x07\x00\x01\x06\x00\x05\x03\x06\x00\x01\x08\x00\x05\t\x00\x00\x01\n\x00\x05\t\n\x00\x01\x0c\x00\x02\x06\x0f\x00\x01\x11\x00\x01\t\x04\x00\x01\x12\x00\x04\x0c\x07\x02\x01\x16\x02\x00\x05\x0f\x00\x01\x18\x00\x04\x02\x0e\x00\x01\x1f\x00\x01\x08\x07\x00\x01%\x00\x03\x0e\x0c\x00\x01'\x00\x05\x07\t\x02\x01-\x02\x00\x0e\x0e\x00\x010\x00\x03\n\x0c\x00\x011\x00\x05\x0c\x04\x00\x018\x00\x03\x0f\t\x02\x01;\x02\x00\t\x00\x00\x01A\x00\x05\x08\r\x00\x01D\x00\x04\x02\x01\x02\x01G\x02\x00\x0b\x07\x00\x01I\x00\x02\x08\t\x00\x01L\x00\x03\x0f\x01\x00\x01N\x00\x05\x0c\x01\x00\x01Q\x00\x01\x0b\x06\x00\x01U\x00\x04\r\r\x00\x01]\x00\x04\x01\n\x02\x01a\x02\x00\x0c\x0c\x00\x01d\x00\x05\x08\t\x02\x01f\x02\x00\x00\x03\x00\x01i\x00\x02\x03\t\x02\x01k\x02\x00\x05\x03\x00\x01p\x00\x03\x0b\x08\x00\x01s\x00\x02\x05\x0b\x02\x01u\x02\x00\x02\x0b\x00\x01w\x00\x03\x08\x0f\x00\x01\x81\x00\x02\x0c\x0c\x00\x01\x8a\x00\x02\x08\x01\x02\x01\x8b\x02\x00\x06\x0b\x00\x01\x8f\x00\x04\x00\x01\x02\x01\x90\x02\x00\x06\x0c\x02\x01\x92\x02\x00\x03\x06\x02\x01\x93\x02\x00\x06\x04\x00\x01\x95\x00\x05\t\x07\x02\x01\x96\x02\x00\x08\x00\x00\x01\x98\x00\x02\x00\n\x00\x01\xa6\x00\x05\x07\x0f\x02\x01\xaa\x02\x00\x05\x07\x00\x01\xad\x00\x05\x02\x0b\x00\x01\xb0\x00\x04\x06\x05\x02\x01\xb2\x02\x00\x02\x03\x02\x01\xb5\x02\x00\x0b\x06\x02\x01\xb9\x02\x00\x05\n\x00\x01\xba\x00\x04\x06\x08\x00\x01\xbc\x00\x04\x05\x06\x02\x01\xbd\x02\x00\x0e\x02\x02\x01\xbf\x02\x00\x04\x02\x02\x01\xc1\x02\x00\x06\x01\x00\x01\xc2\x00\x01\x0c\x0b\x02\x01\xc5\x02\x00\x04\x0e\x00\x01\xc7\x00\x04\x0f\x02\x00\x01\xd2\x00\x04\x05\x04\x00\x01\xd5\x00\x01\t\x00\x00\x01\xd8\x00\x04\t\n\x00\x01\xd9\x00\x05\t\t\x02\x01\xda\x02\x00\x05\t\x00\x01\xdf\x00\x01\x0f\x01\x00\x01\xea\x00\x04\x07\x0b\x02\x01\xf1\x02\x00\x0c\x02\x02\x01\xfb\x02\x00\t\x04\x00\x01\xff\x00\x01"
2022-02-08 16:47:47,710 | DEBUG | judger:175 | Received 1 bytes of data from ai[id=0]: b'\x04'
2022-02-08 16:47:47,710 | INFO | judger:179 | Received data from listened ai. Forwarding to logic.
2022-02-08 16:47:47,710 | DEBUG | judger:116 | Send data to logic: b'\x00\x00\x00/{"player": 0, "content": "\\u0004", "time": 0.0}'
2022-02-08 16:47:47,710 | DEBUG | judger:119 | Send complete
2022-02-08 16:47:47,710 | DEBUG | judger:87 | Logic is sending 1 bytes of data to target 0: b'\x04'
2022-02-08 16:47:47,710 | DEBUG | judger:87 | Logic is sending 1 bytes of data to target 1: b'\x04'
2022-02-08 16:47:47,710 | DEBUG | judger:87 | Logic is sending 40 bytes of data to target -1: b'{"state": 0, "time": 3, "length": 2048}\n'
2022-02-08 16:47:47,710 | DEBUG | judger:87 | Logic is sending 57 bytes of data to target -1: b'{"state": 2, "listen": [1], "player": [], "content": []}\n'
2022-02-08 16:47:47,710 | INFO | judger:299 | Directly forwarding data to AI 0
2022-02-08 16:47:47,710 | INFO | judger:299 | Directly forwarding data to AI 1
2022-02-08 16:47:47,710 | INFO | judger:271 | Round config received
2022-02-08 16:47:47,710 | INFO | judger:277 | Normal round information received
2022-02-08 16:47:47,711 | INFO | judger:258 | Enter next round 2. Last round took 0.000000 seconds.
2022-02-08 16:47:47,711 | INFO | judger:285 | Now listening on player [1]
2022-02-08 16:47:47,711 | DEBUG | judger:192 | Send data to ai[id=0]: b'\x04'
2022-02-08 16:47:47,711 | DEBUG | judger:192 | Send data to ai[id=1]: b'\x04'
2022-02-08 16:47:47,712 | DEBUG | judger:175 | Received 1 bytes of data from ai[id=1]: b'\x02'
2022-02-08 16:47:47,712 | INFO | judger:179 | Received data from listened ai. Forwarding to logic.
2022-02-08 16:47:47,712 | DEBUG | judger:116 | Send data to logic: b'\x00\x00\x00/{"player": 1, "content": "\\u0002", "time": 0.0}'
2022-02-08 16:47:47,712 | DEBUG | judger:119 | Send complete
2022-02-08 16:47:47,712 | DEBUG | judger:87 | Logic is sending 1 bytes of data to target 0: b'\x02'
2022-02-08 16:47:47,712 | DEBUG | judger:87 | Logic is sending 1 bytes of data to target 1: b'\x02'
2022-02-08 16:47:47,712 | INFO | judger:299 | Directly forwarding data to AI 0
2022-02-08 16:47:47,712 | INFO | judger:299 | Directly forwarding data to AI 1
2022-02-08 16:47:47,712 | DEBUG | judger:192 | Send data to ai[id=0]: b'\x02'
2022-02-08 16:47:47,712 | DEBUG | judger:192 | Send data to ai[id=1]: b'\x02'
